,coeff,gen_first,hof_predictions,zero_pred,win
90,0.08897597,27.28490479,26.24540183,26.96626227,TRUE
91,0.053497457,26.11163492,25.65370125,18.56346965,FALSE
92,-0.806931765,23.09522233,28.80409945,22.77671506,FALSE
93,-0.788987492,15.72450561,20.56301455,14.60011924,FALSE
94,0.309946907,11.13472206,11.16294856,10.87080813,FALSE
95,-0.654182437,23.01624677,26.80031704,24.88647273,FALSE
96,0.218895386,11.18675197,12.08286643,13.85753809,TRUE
97,-0.693861637,20.52824501,23.62806107,15.27456201,FALSE
98,-0.153534427,13.78273391,15.86889831,14.37750227,FALSE
99,-0.058401292,10.19109041,9.114587022,7.450906604,FALSE
100,0.242679808,8.974722596,12.07080065,18.59714073,TRUE
101,-0.66165056,9.853205539,14.65111225,7.943666469,FALSE
102,0.608011513,18.91232019,15.23989032,19.22592989,TRUE
103,-0.843716741,8.887591956,11.12259557,7.907742443,FALSE
104,-0.316748932,22.84655004,20.30433471,18.87830712,FALSE
105,-0.153331695,9.358596703,9.556606332,12.02603982,TRUE
106,-0.219277333,11.48735528,14.29343568,14.44731204,TRUE
107,-0.246639312,10.06492437,11.89026725,10.63551509,FALSE
108,0.356654699,19.33328687,14.08507544,15.53707048,TRUE
109,-0.490150689,17.43800365,13.57482912,15.73816159,TRUE
110,0.35882685,24.73772654,21.68039411,20.30680436,FALSE
111,-0.715608917,12.13502092,12.3343039,10.36012874,FALSE
112,0.383059758,12.99246936,14.78963665,18.39091241,TRUE
113,0.809645645,9.401157395,8.268340331,8.481912979,TRUE
114,0.548126804,10.4282733,10.47841046,12.55696883,TRUE
115,-0.034314081,21.5907748,24.34768112,25.11608284,TRUE
116,0.318403332,11.71208592,14.44725039,17.2356466,TRUE
117,-0.601703054,22.4109528,25.63005679,16.02026961,FALSE
118,-0.040464645,5.521984437,5.626096366,5.521984437,FALSE
119,0.798232743,14.88375141,17.14592694,23.12601869,TRUE
120,0.426939726,15.60080177,11.36374976,12.19552721,TRUE
121,0.41164104,14.89855318,19.89016478,22.29136136,TRUE
122,-0.33630329,11.81153845,9.426497178,9.139915964,FALSE
123,0.480988769,18.43925573,11.94645405,11.95247218,TRUE
124,0.057935253,8.987502942,10.38377322,12.07965113,TRUE
125,-0.226651458,13.87677663,14.55563898,14.65952673,TRUE
126,-0.757994693,15.16551605,12.44679083,9.593450383,FALSE
127,-0.675014557,6.60035413,9.236341639,7.255165071,FALSE
128,-0.755836536,17.24934859,21.83022898,16.67404033,FALSE
129,0.580973951,11.11804358,9.815586778,11.45608729,TRUE
130,0.067200084,14.58053499,14.50301463,14.13417347,FALSE
131,-0.520093078,12.69535871,11.15084535,9.712903639,FALSE
132,0.369009251,5.404575181,7.648644333,8.511471469,TRUE
133,-0.118507074,22.83280667,20.43391738,18.3563865,FALSE
134,-0.151288777,17.56161037,14.97910819,12.82745915,FALSE
135,0.693363188,8.513370368,7.266283905,8.17561409,TRUE
136,0.590870019,9.883290445,8.099560235,9.122559915,TRUE
137,0.621908921,6.434961535,10.19479462,13.32454787,TRUE
138,-0.167139187,8.693365635,7.427651181,8.693365635,TRUE
139,0.860847598,15.62347328,14.1720026,19.45537199,TRUE
140,0.623301606,11.29630706,10.24621695,12.55847447,TRUE
141,-0.051800196,9.889532834,10.4803843,11.0321487,TRUE
142,-0.273689734,18.33174425,29.68364215,18.30641505,FALSE
143,-0.002571392,6.053661424,6.879497029,7.583526065,TRUE
144,0.067317621,13.93623403,10.47058481,10.63133515,TRUE
145,0.689701264,11.01835516,10.47496668,12.610649,TRUE
146,0.721131001,15.51926876,12.55721548,14.21749666,TRUE
147,0.443799026,7.64217309,9.981630579,11.45583948,TRUE
148,0.561433019,9.675765389,5.791742522,7.094750722,TRUE
149,-0.522941927,12.33822233,14.78833348,16.02903531,TRUE
150,0.675687217,13.4464274,11.39018911,13.08703294,TRUE
151,0.228216609,12.76294324,12.61481503,11.97252329,FALSE
152,-0.354126624,10.86843715,12.6354364,9.228994656,FALSE
153,0.176429437,23.39714461,17.72092596,18.41858971,TRUE
154,-0.778232308,8.437306264,9.416925775,6.581929015,FALSE
155,0.096654855,15.10202313,16.28471251,17.44812715,TRUE
156,0.626218196,6.388889358,5.297153293,6.418008912,TRUE
157,-0.041585327,12.07476247,9.493570726,9.57216486,TRUE
158,0.298405569,10.68822339,9.851409082,10.19080173,TRUE
159,-0.156790385,5.711341319,8.489621706,9.131723622,TRUE
160,0.272424019,11.02607126,7.927535439,8.931397058,TRUE
161,0.916097864,12.27277658,14.79419564,23.22270349,TRUE
162,-0.58089862,25.56447369,19.26828152,17.58838897,FALSE
163,0.816584462,17.13688779,11.94627593,17.33691196,TRUE
164,0.107836727,6.398907323,7.530224303,7.556030104,TRUE
165,-0.283441664,14.27073251,13.31751736,13.14078418,FALSE
166,-0.579156973,8.746230006,9.953939301,8.812632426,FALSE
167,0.040321771,19.95505306,14.64930892,15.19542519,TRUE
168,-0.200777986,16.29631428,15.22006301,13.02570532,FALSE
169,-0.155870697,13.76395282,10.57964873,10.00970706,FALSE
170,-0.23739881,25.93948297,19.31200123,22.70974074,TRUE
171,-0.434727286,18.5234377,17.69803658,18.89855341,TRUE
172,0.363205788,36.49820804,43.1305807,40.16241462,FALSE
173,0.760040442,23.07241796,17.71554636,21.66532647,TRUE
174,-0.186025349,10.56902643,12.31365285,11.19987241,FALSE
175,-0.425395716,15.97777311,15.58009923,15.06311286,FALSE
176,0.140938169,31.41945894,32.15238349,33.10005689,TRUE
177,0.395254437,23.66026077,22.87555291,25.16960141,TRUE
178,0.215198787,11.78983247,12.07863919,12.842137,TRUE
179,0.427796279,18.78203258,13.24456743,18.15236507,TRUE
180,0.231166485,9.821232639,10.01250409,8.222235557,FALSE
181,-0.358424366,6.873963705,7.578423566,7.19101732,FALSE
182,0.19033958,10.27990946,9.9815253,11.65803534,TRUE
183,0.023551504,8.544781647,8.536566228,8.401279852,FALSE
184,0.080192378,14.59969181,14.45297481,13.82446495,FALSE
185,0.675068383,13.01878534,8.380492527,13.33220163,TRUE
186,0.480927495,49.42847602,43.91613009,42.00242553,FALSE
187,-0.115322726,10.91756273,11.25871787,9.080258613,FALSE
188,0.459476449,9.081110248,7.444624298,13.3413371,TRUE
189,-0.598148713,10.76643272,15.53754059,10.76643272,FALSE
190,-0.173778552,10.19307293,10.6205332,9.514279057,FALSE
191,-0.039847192,22.82533254,22.75799207,18.918117,FALSE
192,0.766533841,33.77378373,26.49699284,30.6482353,TRUE
193,0.520877858,10.89126846,10.39900677,11.58257618,TRUE
194,-0.295710427,9.948528024,11.95817014,10.54276455,FALSE
195,-0.088652763,8.238999158,7.992270066,7.950721308,FALSE
196,0.089027116,7.340763662,7.073056276,6.827804094,FALSE
197,0.478432432,9.817760149,8.1156441,9.845101884,TRUE
198,-0.061365719,10.46476896,9.795925303,11.74419333,TRUE
199,-0.29516704,20.45401723,20.34907815,21.34637387,TRUE
